workload,config,prefetcher,level,latency,depth,degree,slots,table_entries,delta_width,accesses,reached_level,baseline_misses,misses,miss_rate,coverage,accuracy,generated,filtered,issued,useful,late,late_rate,pollution,overflows,seconds
bwaves,ngram-l2-lat64-degree1-depth1-slots2,ngram,L2,64,1,1,2,524288,48,20000000,74772,73683,52290,69.9326,29.0338,35.6419,60763,741,60022,21393,38614,64.3331,0.0133,0,39.0
bwaves,ngram-l2-lat64-degree1-depth1-slots4,ngram,L2,64,1,1,4,524288,48,20000000,74772,73683,26066,34.8606,64.6241,79.2217,150687,90581,60106,47617,12451,20.7151,0.0233,0,50.1
bwaves,ngram-l2-lat64-degree1-depth2-slots1,ngram,L2,64,2,1,1,524288,48,20000000,74772,73683,73663,98.5168,0.0271,0.0687,29528,400,29128,20,29105,99.921,0.0034,0,35.5
bwaves,ngram-l2-lat64-degree1-depth2-slots2,ngram,L2,64,2,1,2,524288,48,20000000,74772,73683,52311,69.9607,29.0053,40.1926,53662,488,53174,21372,31788,59.7811,0.0075,0,38.9
bwaves,ngram-l2-lat64-degree1-depth2-slots4,ngram,L2,64,2,1,4,524288,48,20000000,74772,73683,52302,69.9486,29.0175,40.2004,53724,538,53186,21381,31787,59.7657,0.0113,0,49.0
bwaves,ngram-l2-lat64-degree2-depth1-slots1,ngram,L2,64,1,2,1,524288,48,20000000,74772,73683,31019,41.4848,57.9021,64.6317,118813,52802,66011,42664,23332,35.3456,0.0121,0,42.5
bwaves,ngram-l2-lat64-degree2-depth1-slots2,ngram,L2,64,1,2,2,524288,48,20000000,74772,73683,30914,41.3444,58.0446,63.947,121396,54514,66882,42769,24084,36.0097,0.0224,0,52.8
bwaves,ngram-l2-lat64-degree2-depth1-slots4,ngram,L2,64,1,2,4,524288,48,20000000,74772,73683,7314,9.7817,90.0737,99.184,211340,144425,66915,66369,492,0.7353,0.0299,0,43.3
bwaves,ngram-l2-lat64-degree2-depth2-slots1,ngram,L2,64,2,2,1,524288,48,20000000,74772,73683,73649,98.4981,0.0461,0.1167,44381,15244,29137,34,29100,99.873,0.0034,0,38.7
bwaves,ngram-l2-lat64-degree2-depth2-slots2,ngram,L2,64,2,2,2,524288,48,20000000,74772,73683,30948,41.3898,57.9985,71.2084,107174,47160,60014,42735,17258,28.7566,0.01,0,47.6
bwaves,ngram-l2-lat64-degree2-depth2-slots4,ngram,L2,64,2,2,4,524288,48,20000000,74772,73683,30940,41.3791,58.0093,71.2122,107245,47223,60022,42743,17256,28.7495,0.0133,0,47.8
bwaves,ngram-l2-lat64-degree4-depth1-slots1,ngram,L2,64,1,4,1,524288,48,20000000,74772,73683,7021,9.3899,90.4713,99.8502,236682,169920,66762,66662,73,0.1093,0.021,0,62.8
bwaves,ngram-l2-lat64-degree4-depth1-slots2,ngram,L2,64,1,4,2,524288,48,20000000,74772,73683,6861,9.1759,90.6885,99.8207,242354,175412,66942,66822,58,0.0866,0.0433,0,46.3
bwaves,ngram-l2-lat64-degree4-depth1-slots4,ngram,L2,64,1,4,4,524288,48,20000000,74772,73683,6858,9.1719,90.6926,99.776,288660,221685,66975,66825,56,0.0836,0.0478,0,39.4
bwaves,ngram-l2-lat64-degree4-depth2-slots1,ngram,L2,64,2,4,1,524288,48,20000000,74772,73683,73630,98.4727,0.0719,0.1818,44648,15496,29152,53,29092,99.7942,0.0103,0,41.1
bwaves,ngram-l2-lat64-degree4-depth2-slots2,ngram,L2,64,2,4,2,524288,48,20000000,74772,73683,6909,9.2401,90.6233,99.843,213863,146984,66879,66774,55,0.0822,0.0209,0,50.2
bwaves,ngram-l2-lat64-degree4-depth2-slots4,ngram,L2,64,2,4,4,524288,48,20000000,74772,73683,6900,9.2281,90.6356,99.852,213964,147082,66882,66783,51,0.0763,0.0254,0,41.8
bwaves,ngram-l2-lat64-degree8-depth1-slots1,ngram,L2,64,1,8,1,524288,48,20000000,74772,73683,6969,9.3203,90.5419,99.8429,471822,405003,66819,66714,62,0.0928,0.0314,0,62.0
bwaves,ngram-l2-lat64-degree8-depth1-slots2,ngram,L2,64,1,8,2,524288,48,20000000,74772,73683,6831,9.1358,90.7292,99.7315,483725,416693,67032,66852,54,0.0806,0.0865,0,40.6
bwaves,ngram-l2-lat64-degree8-depth1-slots4,ngram,L2,64,1,8,4,524288,48,20000000,74772,73683,6830,9.1344,90.7306,99.6601,516125,449044,67081,66853,50,0.0745,0.0909,0,39.7
bwaves,ngram-l2-lat64-degree8-depth2-slots1,ngram,L2,64,2,8,1,524288,48,20000000,74772,73683,73603,98.4366,0.1086,0.2742,44810,15638,29172,80,29084,99.6983,0.0137,0,52.0
bwaves,ngram-l2-lat64-degree8-depth2-slots2,ngram,L2,64,2,8,2,524288,48,20000000,74772,73683,6880,9.2013,90.6627,99.8311,426962,360046,66916,66803,42,0.0628,0.0299,0,40.4
bwaves,ngram-l2-lat64-degree8-depth2-slots4,ngram,L2,64,2,8,4,524288,48,20000000,74772,73683,6867,9.1839,90.6803,99.8341,427130,360203,66927,66816,34,0.0508,0.0433,0,39.8
bwaves,none-l2-lat0,none,L2,0,,,,,,20000000,74772,73683,73683,98.5436,0.0,0.0,0,0,0,0,0,0.0,0.0,,32.6
bwaves,stride-l2-lat64-degree1,stride,L2,64,,1,,,,20000000,74772,73683,3559,4.7598,95.1698,99.9045,70636,445,70191,70124,10,0.0142,0.01,,36.2
bwaves,stride-l2-lat64-degree2,stride,L2,64,,2,,,,20000000,74772,73683,3114,4.1647,95.7738,99.8048,141272,70565,70707,70569,11,0.0156,0.0212,,38.4
bwaves,stride-l2-lat64-degree4,stride,L2,64,,4,,,,20000000,74772,73683,3085,4.1259,95.8131,99.5712,282544,211642,70902,70598,12,0.0169,0.0621,,64.6
bwaves,stride-l2-lat64-degree8,stride,L2,64,,8,,,,20000000,74772,73683,3070,4.1058,95.8335,99.1129,565088,493843,71245,70613,13,0.0182,0.1446,,43.1
