workload,config,prefetcher,level,latency,depth,degree,slots,table_entries,delta_width,accesses,reached_level,baseline_misses,misses,miss_rate,coverage,accuracy,generated,filtered,issued,useful,late,late_rate,pollution,overflows,seconds
lbm,ngram-l2-lat256-degree4-depth2-slots1,ngram,L2,256,2,4,1,524288,48,20000000,3239998,2160839,2139440,66.0321,0.9903,0.0798,11826556,9807901,2018655,1610,1996974,98.926,0.9922,0,278.3
lbm,ngram-l2-lat4-degree1-depth2-slots1,ngram,L2,4,2,1,1,524288,48,20000000,3239998,2160839,1555330,48.004,28.0219,29.7408,3125539,1156546,1968993,585594,1383325,70.2555,0.0038,0,133.0
lbm,ngram-l2-lat4-degree4-depth2-slots1,ngram,L2,4,2,4,1,524288,48,20000000,3239998,2160839,308979,9.5364,85.701,90.7571,11826556,9807901,2018655,1832073,166511,8.2486,0.9922,0,247.7
lbm,ngram-l2-lat64-degree1-depth2-slots1,ngram,L2,64,2,1,1,524288,48,20000000,3239998,2160839,2097207,64.7287,2.9448,2.2203,3125539,1156546,1968993,43717,1925202,97.776,0.0038,0,117.5
lbm,ngram-l2-lat64-degree4-depth2-slots1,ngram,L2,64,2,4,1,524288,48,20000000,3239998,2160839,1944431,60.0133,10.015,9.7402,11826556,9807901,2018655,196621,1801963,89.2655,0.9922,0,248.5
lbm,none-l2-lat0,none,L2,0,,,,,,20000000,3239998,2160839,2160839,66.6926,0.0,0.0,0,0,0,0,0,0.0,0.0,,65.8
lbm,stride-l2-lat0-degree1,stride,L2,0,,1,,,,20000000,3239998,2160839,28275,0.8727,98.6915,99.9955,3197785,1065125,2132660,2132565,0,0.0,0.0038,,82.1
lbm,stride-l2-lat0-degree4,stride,L2,0,,4,,,,20000000,3239998,2160839,883,0.0273,99.9591,99.9819,12791140,10630777,2160363,2159971,0,0.0,0.0156,,119.6
lbm,stride-l2-lat16-degree1,stride,L2,16,,1,,,,20000000,3239998,2160839,28275,0.8727,98.6915,99.9955,3197785,1065125,2132660,2132565,0,0.0,0.0038,,91.1
lbm,stride-l2-lat16-degree4,stride,L2,16,,4,,,,20000000,3239998,2160839,883,0.0273,99.9591,99.9819,12791140,10630777,2160363,2159971,0,0.0,0.0156,,125.9
lbm,stride-l2-lat256-degree1,stride,L2,256,,1,,,,20000000,3239998,2160839,1974463,60.9403,8.6252,8.7391,3197785,1065126,2132659,186376,1946189,91.2565,0.0037,,89.0
lbm,stride-l2-lat256-degree4,stride,L2,256,,4,,,,20000000,3239998,2160839,707404,21.8335,67.2625,67.2776,12791140,10630784,2160356,1453435,706536,32.7046,0.0153,,142.3
lbm,stride-l2-lat4-degree1,stride,L2,4,,1,,,,20000000,3239998,2160839,28275,0.8727,98.6915,99.9955,3197785,1065125,2132660,2132565,0,0.0,0.0038,,92.8
lbm,stride-l2-lat4-degree4,stride,L2,4,,4,,,,20000000,3239998,2160839,883,0.0273,99.9591,99.9819,12791140,10630777,2160363,2159971,0,0.0,0.0156,,129.9
lbm,stride-l2-lat64-degree1,stride,L2,64,,1,,,,20000000,3239998,2160839,941586,29.0613,56.425,57.1706,3197785,1065126,2132659,1219253,913312,42.825,0.0037,,92.7
lbm,stride-l2-lat64-degree4,stride,L2,64,,4,,,,20000000,3239998,2160839,891,0.0275,99.9588,99.9813,12791140,10630780,2160360,2159957,14,0.0006,0.0155,,137.8
bwaves,ngram-l2-lat0-degree1-depth2-slots1,ngram,L2,0,2,1,1,524288,48,20000000,74772,73683,44558,59.5918,39.5274,99.9897,29528,400,29128,29125,0,0.0,0.0034,0,35.7
bwaves,ngram-l2-lat0-degree4-depth2-slots1,ngram,L2,0,2,4,1,524288,48,20000000,74772,73683,44538,59.5651,39.5546,99.976,44648,15496,29152,29145,0,0.0,0.0103,0,37.6
bwaves,ngram-l2-lat16-degree1-depth2-slots1,ngram,L2,16,2,1,1,524288,48,20000000,74772,73683,69649,93.1485,5.4748,13.8492,29528,400,29128,4034,25091,86.1405,0.0034,0,39.5
bwaves,ngram-l2-lat16-degree4-depth2-slots1,ngram,L2,16,2,4,1,524288,48,20000000,74772,73683,55077,73.6599,25.2514,63.8241,44648,15496,29152,18606,10539,36.1519,0.0103,0,41.7
bwaves,ngram-l2-lat256-degree1-depth2-slots1,ngram,L2,256,2,1,1,524288,48,20000000,74772,73683,73669,98.5248,0.019,0.0481,29528,400,29128,14,29111,99.9416,0.0034,0,32.2
bwaves,ngram-l2-lat256-degree4-depth2-slots1,ngram,L2,256,2,4,1,524288,48,20000000,74772,73683,73639,98.4847,0.0597,0.1509,44648,15496,29152,44,29101,99.8251,0.0103,0,39.5
bwaves,ngram-l2-lat4-degree1-depth2-slots1,ngram,L2,4,2,1,1,524288,48,20000000,74772,73683,44573,59.6119,39.5071,99.9382,29528,400,29128,29110,15,0.0515,0.0034,0,40.1
bwaves,ngram-l2-lat4-degree4-depth2-slots1,ngram,L2,4,2,4,1,524288,48,20000000,74772,73683,44545,59.5744,39.5451,99.952,44648,15496,29152,29138,7,0.024,0.0103,0,43.8
bwaves,ngram-l2-lat64-degree1-depth2-slots1,ngram,L2,64,2,1,1,524288,48,20000000,74772,73683,73663,98.5168,0.0271,0.0687,29528,400,29128,20,29105,99.921,0.0034,0,35.5
bwaves,ngram-l2-lat64-degree4-depth2-slots1,ngram,L2,64,2,4,1,524288,48,20000000,74772,73683,73630,98.4727,0.0719,0.1818,44648,15496,29152,53,29092,99.7942,0.0103,0,41.8
bwaves,none-l2-lat0,none,L2,0,,,,,,20000000,74772,73683,73683,98.5436,0.0,0.0,0,0,0,0,0,0.0,0.0,,34.2
bwaves,stride-l2-lat0-degree1,stride,L2,0,,1,,,,20000000,74772,73683,3549,4.7464,95.1834,99.9188,70636,445,70191,70134,0,0.0,0.01,,36.0
bwaves,stride-l2-lat0-degree4,stride,L2,0,,4,,,,20000000,74772,73683,3073,4.1098,95.8294,99.5882,282544,211642,70902,70610,0,0.0,0.0621,,38.7
bwaves,stride-l2-lat16-degree1,stride,L2,16,,1,,,,20000000,74772,73683,3557,4.7571,95.1726,99.9074,70636,445,70191,70126,8,0.0114,0.01,,39.7
bwaves,stride-l2-lat16-degree4,stride,L2,16,,4,,,,20000000,74772,73683,3077,4.1152,95.824,99.5825,282544,211642,70902,70606,4,0.0056,0.0621,,42.7
bwaves,stride-l2-lat256-degree1,stride,L2,256,,1,,,,20000000,74772,73683,3561,4.7625,95.1671,99.9017,70636,445,70191,70122,12,0.0171,0.01,,33.0
bwaves,stride-l2-lat256-degree4,stride,L2,256,,4,,,,20000000,74772,73683,3086,4.1272,95.8118,99.5698,282544,211642,70902,70597,13,0.0183,0.0621,,45.5
bwaves,stride-l2-lat4-degree1,stride,L2,4,,1,,,,20000000,74772,73683,3549,4.7464,95.1834,99.9188,70636,445,70191,70134,0,0.0,0.01,,41.1
bwaves,stride-l2-lat4-degree4,stride,L2,4,,4,,,,20000000,74772,73683,3073,4.1098,95.8294,99.5882,282544,211642,70902,70610,0,0.0,0.0621,,40.2
bwaves,stride-l2-lat64-degree1,stride,L2,64,,1,,,,20000000,74772,73683,3559,4.7598,95.1698,99.9045,70636,445,70191,70124,10,0.0142,0.01,,39.6
bwaves,stride-l2-lat64-degree4,stride,L2,64,,4,,,,20000000,74772,73683,3085,4.1259,95.8131,99.5712,282544,211642,70902,70598,12,0.0169,0.0621,,40.0
